"柯尼塞格Regera外观","柯尼塞格研发出了一种没有变速箱的KDD系统直接取消了变速器用来取代了一般的变速器，8发动机通过一个液压多片离合器直接与固定速比为2.85的主减速器相连，","25","1000002"
"柯尼塞格Regera外观","也就是说柯尼塞格Regera就是一款只有一个档位的超跑神车。通过这样的改造之后，这台混动超跑的输出功率高达1100千瓦，2.7秒能完成0-100千米一小时加速，20秒内可以完成0-400千米一小时的加速，","26","1000002"
"柯尼塞格Regera外观","简直快得一逼！","27","1000002"
"CVT变速箱","CVT其实也分很多种类的，但是车子上应用最多的还是钢带和锥轮的结构，通过两个锥轮半径的变化，来达到速比的变化，简单的理解，","28","1000003"
"山地车","其实就像是档位多到你根本数不清的山地车一样，所有速度都有对应的档位和比例，这种传递动力的方式利用的是钢带和锥轮之间的摩擦力，他要求钢带与锥轮之间的摩擦力要足够，不可以打滑，不然就像是穿着溜冰鞋跑步一样，","29","1000003"
"山地车","你到底是向前还是向后，这个力量是向前还是向后就分不清楚了。所以说CVT最重要的就是钢带和锥轮了。所以我们考虑寿命最主要的也就是从这个地方考虑了。","30","1000003"
"CVT变速箱","现在钢带的寿命已经可以达到30万公里了，由于钢带是柔性的，它相比这个带轮是更容易受损的，所以一般来根据钢带的寿命来判断CVT变速箱的寿命，也就是说这个东西都没坏，其他的一般也就不会坏。","31","1000003"
"CVT变速箱","钢带质量的区分直接导致CVT变速箱的实际使用寿命钢带本身是由钢环与钢片组成的，所以说钢带的寿命要取决与钢环和钢片的制造工艺。在09年之前的CVT变速箱，由于钢环的制造工艺限制，","32","1000003"
"CVT变速箱","大家可以理解为自行车的链条外部的那一层。在最外部的部分是有一层氮化物区域的。这一部分会因为疲劳而断裂，那么为了除去表面的氮化物，采用的是石磨工艺，这个工艺本身也容易造成二次损伤影响使用寿命，","33","1000003"
"CVT变速箱","现在的技术都升级了，改进后删掉了石磨工艺，加入了钢环自动传送，无溶剂清洗等处理工艺。其实就跟磨菜刀差不多，我们得选择一块比较合适的磨刀石，","34","1000003"
"CVT变速箱","磨出来的刀才可以又锋利又耐用。在现有的工艺水平之下，一般家庭用车是不可能导致CVT变速箱的损坏的，所以说在选择车子的同时，CVT变速箱也是可以考虑的，毕竟无级变速的实际乘坐体验是相当的平顺的，","35","1000003"
"汽车爬坡","根本感觉不到顿挫感之类的感受。","36","1000003"
"CVT变速箱","CVT变速箱是日系车型非常青睐的一种变速箱，CVT无级变速箱本质上没有档位之分，因此可以实现连续传动比的改变。另外，CVT采用纯机械传动，","37","1000004"
"CVT变速箱","效率非常高，也正因为如此，CVT向来以驾驶平顺性著称。CVT变速箱的机械原理是通过锥盘、链条或皮带等进行传动，因此理论上讲，CVT变速箱存在打滑的可能性，","38","1000004"
"驾驶汽车","并且其能够承受的扭矩也比传统AT要低一些。所以日常行车的过程中要避免太过激烈的驾驶。现在的CVT变速箱都有一定的保护限制程序，激烈驾驶的话往往会因为变速箱过度保护，","39","1000004"
"汽车清理积碳","导致车速自动下降。有的司机可能听说过CVT变速箱需要定期拉高速清理积碳，原因是CVT偏向经济平顺性，常常把发动机的转速压得很低，但这种说法并不绝对，","40","1000004"
"CVT变速箱","毕竟不同的CVT机械结构、调校逻辑、承受能力等都有差异，不能一概而论。而且现在的CVT变速箱大多都有转速保护功能，也很难长时间拉高转速。首先，正常行驶时，尽量避免换挡，尤其是N挡、P挡和R挡，","41","1000004"
"汽车行驶","最好等车辆完全停稳，并且踩住制动踏板的同时再去操作;其次，即便是S挡，也要尽量在30公里左右的时速下换挡;最后，虽然变速箱有自我保护功能，但是前进挡和后退档的切换也要在停车之后、踩刹车进行，","42","1000004"
"汽车行驶","否则就有可能损坏变速箱。","43","1000004"
"国产汽车","为什么这么国产车如此热衷于双离合变速箱。其中最重要的原因是，AT变速箱的技术难度太高。毕竟在双离合变速箱被广泛应用之前，","44","1000005"
"AT变速箱","行星齿轮结构的AT变速箱已经被国外品牌玩了几十年，并且专利保护无数，而这又是国内变速箱发展的重要短板，想要从AT变速箱的市场杀出一片开阔地，实在是太难了！幸好DCT的及时出现让不少车企看到与国外车企，","45","1000005"
"双离合变速箱","在DCT双离合变速箱市场平起平坐的机会，毕竟国际上对于DCT民用化的研发也是刚刚起步，大家对DCT的认知同样是张白纸。比如，","46","1000005"
"福特汽车","通用、奔驰、福特等这些所谓国际一线大厂，部分DCT车型开起来真是跟自主没两样，有时还更差。所以对于国内车企来说，在DCT研发潮流中，跟上脚步，从而实现变速箱技术的弯道超车！另外一方面，","47","1000005"
"双离合变速箱","不是仅仅是国产品牌乐于推出双离合变速箱，国外品牌也同样很积极。其中很重要的一条原因就是“排放压力”，无论是欧洲还是中国，节能减排一直是发展纲领，随着小排量涡轮技术的应用，","48","1000005"
"吉利汽车发动机","三缸发动机重启，大家发现提高内燃机的效率比上天还难，因此提高变速箱的效率成为了目前最有效，并且最直接的一条捷径。所以说，即便目前DCT双离合变速箱还有这样那样的问题，","49","1000005"
"长城汽车发动机","甚至是离合器过热的问题，国外品牌为了减排任务，国内品牌为了“技术超车”，DCT双离合变速箱在未来很长一段时间内，依旧是主流装配的变速箱产品。","50","1000005"
"2019款奥迪A6L","奥迪在A6以及A4系列入门级车型上使用的Multitronic无极变速箱，国内消费者并不陌生，但是我们可能很快就要和它说再见了。美国媒体已经报道了奥迪停止了CVT变速箱的研发工作，","51","1000006"
"奥迪汽车工厂","并将在未来的几年中淘汰Multitronic无级变速箱。而奥迪驾驶行为工程师RalphRigger也已经确认了这一消息，并表示奥迪将研发新的7速双离合变速箱取代其位置。","52","1000006"
"Multitronic无级变速箱","奥迪的multitronic诞生于1999年，而传统CVT最早可以追溯到1886年。与多数CVT应用于小排量车型不同，奥迪将multitronic应用于较大排量的前驱车型之上，因此对其有着更多的要求。","53","1000006"
"奥迪汽车工厂","传统CVT的优势，在multitronic变速箱上也得以继承和发扬。为了增加驾驶乐趣，奥迪的设计师为其加入了几个固定的减速比，加入手动模式模拟传统变速箱的挡位。","54","1000006"
"Multitronic无级变速箱","Multitronic也并非万能，2011年就曾有车主提出集体诉讼，称multitronic存在缺陷。另外multitronic也并没有根本解决传统CVT的“打滑”与“迟滞”的问题。再加上目前增压引擎的普及，","55","1000006"
"2019款奥迪A4L","维持低转速会使的增压器很难有效介入提升扭矩，使驾驶感受大打折扣。以上几点很可能就是奥迪准备放弃mutitronic而开发其他变速箱的原因所在。","56","1000006"
"汽车行驶","我们都知道，发动机、变速箱和底盘是汽车三大件，很大程度上决定了一辆汽车定位今天我们重点来谈一谈变速箱。在现在市面上比较火的自动挡车型中，","57","1000007"
"汽车行驶","普遍能够看到有AT、CVT以及双离合这三种变速箱，很多车主都不知道它们有什么区别。自动变速箱是相对于手动变速箱而出现的一种能够自动根据引擎转速来换挡的设备。","58","1000007"
"AT变速箱","驾驶员只需要操控油门和刹车，AT即可根据发动机负荷和汽车的运行工况，自动换入不同挡位工作。如爱信的4档AT、6档AT都是大家比较熟知的。CVT变速箱可以根据发动机工况合理选择最适当的传动比，","59","1000007"
"CVT变速箱","让车辆在各个车速时都能达到极好的燃油经济性。许多CVT变速箱的传动效率可以达到90-97%之间。相应的，由于发动机可以在最佳工况下工作，","60","1000007"
"CVT变速箱","其排放的有害气体也较少。CVT通过改变主、从动轮工作半径实行无级变速，比起目前国内市场上常用的AT自动变速器通过液力变矩器实行无级变速，CVT的传动效率和燃油经济性都大大提高。","61","1000007"
"双离合变速箱","DCT双离合变速箱,双离合变速箱其实可以理解为2台MT变速箱组合的总成，就拿6挡双离合来说，就相当于两台3挡的MT加起来，两个离合错分控制挡位，","62","1000007"
"双离合变速箱","如第一个离合控制1、3、5第二个离合控制2、4、6，两个离合交互工作，因此双离合变速箱的换挡过度都非常稳定流畅。综上所述，AT、CVT以及双离合三种变速箱都有各自的优点，","63","1000007"
"汽车行驶","至于该如何抉择还是需要看自己的需要。喜欢平顺性的可以选择CVT，喜欢可靠性较高的可以选择技术最为成熟的AT，而偶尔喜欢激烈驾驶的，双离合变速箱绝对是你的不二之选。当然，最实际的，","64","1000007"
"汽车行驶","还是需要亲自试驾过后再做定夺。","65","1000007"
"皮带CVT变速箱","早期的CVT采用皮带传动。后面发现这个动力太大，皮带吃不消，然后技术一发展，皮带式的淘汰掉，用钢带式的。CVT利用的是钢带和锥轮之间的摩擦来传递动力，","66","1000008"
"皮带CVT变速箱","它要求钢带和锥轮摩擦力足够，不能打滑。一旦扭矩太大，就会导致打滑，这就算很严重的质量事故了，为了避免这样的事情发生就有一个保护变速箱的程序，监测到有可能会发生打滑的时候，","67","1000008"
"CVT变速箱","它会增加这个大椎轮对这个钢带的压紧力或者限制这个发动机的输出。CVT最核心的部件就是钢带和锥轮了，而钢带更容易损坏，所以钢带的好坏，直接影响变速箱的好坏。","68","1000008"
"CVT变速箱","目前应用最广泛的是德国博世公司生产的，它的设计使用寿命有30万公里，基本上是随便用。现在随着CVT变速箱通过设计的优化、结构的加强，更加智能的设计，CVT在保证不打滑的情况下，","69","1000008"
"CVT变速箱","能承受的扭矩也越来越大。而且CVT动力平顺，省油。总体来说，现在的CVT还是比较稳定的。","70","1000008"
"车流空镜头","现在购买的新车普遍都是自动挡，因为操作方便受到大众的喜爱。但如果不是专业人士并不知道，其实自动变速箱的结构更难懂。因为我们没有专业的知识，","71","1000009"
"车流空镜头","所以不知道平日的一些不正确操作或坏习惯，容易给变速箱造成极大的创伤！接下来小编给各位爱车族分享哪四种开车坏习惯会对车造成伤害，会严重损坏变速箱，第一点是最常见的习惯!第一，","72","1000009"
"变速箱油","最容易被忽略的是，长期不理变速箱油。如果不经常查看，等到油变质了才发现，那会造成较严重后果，说不定是要把整个自动变速箱更换。因为每款车不同，可以看下用车说明书。第二，","73","1000009"
"驾驶汽车","没有把车辆停好就挂上R挡。譬如，像小编刚开车的时候就处于比较紧张的状态，在停车时候没有停好情况下，就赶紧挂上R档。所以，经过日积月累不正当操作的坏习惯，","74","1000009"
"驾驶汽车","对车辆造成停不下来的伤害。所以告诫各位爱车族，等车辆真正挺稳的时候再来挂档，不仅可以爱护车辆，而且还保障安全。第三，禁止在长时间停车期间挂D档。通常在等待几分钟的红灯时，","75","1000009"
"堵车","是允许挂D档踩下制动踏板。但是时间比较长的情况是建议不要这样，因为有动力输出会造成油温升高和变质，导致润滑程度下降。第四，没挂在P档时误开启发动机；有些车主因为不留心没有在P档就开启发动机，","76","1000009"
"堵车","说不定会烧坏变速器的启动源，等变速器造成很大伤害。在启动发动机前一定要仔细查看，并且操作正确，对自己的爱车一定要多加保护。在这里告诫各位车主们，","77","1000009"
"汽车发动机维修","当发现车辆自动变速箱出现故障时候，一定要及时将车辆送到修理厂去修，避免产生严重的后果。因为变速器不及时处理好，导致严重后要更换整个变速箱就很痛苦啦。","78","1000009"
"中国高速公路","在我们平时开车上高速，我们都知道一定不能逆行超速调头，这些都属于违法行为，一旦被抓到，不仅会扣分罚款，而且对我们自身的安全危害也是非常大的，","79","1000010"
"中国高速公路","应该在高速上，车速一般都在120。车速非常快，要是车主在这个时候在高速掉头逆行的话，就很有可能发生车祸，而且一旦发生车祸，都是重大车祸。不过有的人即使知道这样很危险，","80","1000010"
"中国高速公路","但是在上高速，错过了下高速路口，就在前面直接停车或调头逆行，这样是非常危险的，因为在高速调头，最后发生事故，小编就看到这样一件事故，当时一名女司机在高速上过了下高速路口，","81","1000010"
"中国汽车高速公路逆行","于是就直接在前方掉头逆行。刚开始还是好好地，路上都没有车辆经过，但是这个女司机不仅逆行，车速非常快，一路上狂飙。结果惨被对向一辆货车撞飞，小轿车当场就被撞翻，","82","1000010"
"中国高速公路车祸","美女司机也被从车上撞下来，女司机刚从车上飞下来就被旁边另一辆车撞飞了，当场就发生了惨剧。监控拍下这过程，交警来了之后也是判定女司机全责。不少网友看到这里都说这名女司机这么着急是要去投胎？","83","1000010"
"中国高速公路","在高速上逆行，还敢开这么快，简直就是不要命了，既然你不要命，那么别人也不会在乎你的安全。还有网友说在高速上，错过了下高速路口，直接继续往前开，","84","1000010"
"中国高速公路","在下一个高速路口再下高速不就行了吗？为什么要一心调头呢？这是多么危险的，总有些人存在侥幸心理，觉得自己不会出事，可是在高速上一般发生车祸都是大事故，对此见多识广的你是怎么看呢？","85","1000010"
"泰国人妖","我们都知道泰国的人妖文化盛行，许多人到泰国旅游都能看到人妖表演。但是对于人妖是怎样上厕所的，许多人表示好奇。这里小编就为大家答疑解惑，","86","1000011"
"泰国人妖厕所","看看泰国人妖平时都是怎样上厕所的。正常的厕所会建成男厕所和女厕所，大家的疑问无非就是人妖上的是哪个厕所。其实在泰国，有专门为人妖建立的厕所，这就避免了人妖在厕所选择上的尴尬。","87","1000011"
"泰国人妖","也不用面对人们的奇异眼光了，不过有些人妖也会选择在普通的厕所如厕。当然人妖进入女厕所是不会有人多说什么的，如果有一位穿着打扮很漂亮的小姐姐进入了男厕所，那么大家就知道她的身份了。","88","1000011"
"泰国人妖","不过并没有人会嘲笑她，或者用异样的眼光看她，毕竟在泰国人妖已经是一种文化了。其实泰国的人妖他们也是迫不得已才从事这一行，所以还是希望各国的朋友在旅游的时候能够对当地的文化多一些包容。","89","1000011"
"泰国人妖","人妖进行表演时不要用异样的眼光去审视，更不要对人妖进行言语上的讽刺。现在去泰国旅游的人越来越多，发现人妖是如何上厕所的人也越来越多。","90","1000011"
"泰国人妖","也许现在对于人妖是如何上厕所的早就不再好奇，但是对于人妖是如何出入境的却是十分疑惑。在泰国的护照上，人妖的照片是与普通人不同的，会分别印上整容前和整容后的照片，这样在审查的时候就会轻松多了。","91","1000011"
"泰国人妖","但事实上泰国的人妖基本是不怎么出国的，毕竟其他国家并没有像泰国那样为人妖建立独特的卫生间，因此人妖在国外上厕所很容易引起尴尬事件，对于人妖上专门的厕所这件事，","92","1000011"
"泰国人妖","现实其实还挺出乎人意料的，小伙伴们，你们认为呢？","93","1000011"
"旅游","旅游是大家在闲聊的时候都会谈及的事情，毕竟，一起聊聊哪些地方好玩儿，哪些地方全是坑，才能让自己避免走很多的弯路。人们往往也会在网络上发表自己的一些亲身经历，","94","1000012"
"柬埔寨西哈努克港","于是就有网友表自己明明是出境游，但是去了之后却感觉自己还在国内。花了出境游的钱，却看到满大街的中国商铺，这让她很后悔去了那里。原来这个地方就是柬埔寨的西哈努克港，","95","1000012"
"柬埔寨西哈努克港","也就是我们常说的西港。当你从中国乘坐飞机飞到柬埔寨的首都之后，再坐6个小时的大巴车到达西港，你就能去到一个国外的“中国式”城市。不管是商业店铺，还是餐厅医院，那里都是应有尽有，","96","1000012"
"柬埔寨西哈努克港","可以说，只要是国内有的基本商铺，在那里，你都可以看到。如果不是你确定自己办了签证，出了国，你会觉得自己还在中国。因为不管是那些文字，还是那些饭菜小吃的味道，都和在中国就能吃得到东西。","97","1000012"
"柬埔寨西哈努克港小吃","硬是要从中列举出一些不同之处的话，地理位置算一个，价格算一个。西港小吃的价格比在国内的时候翻了一倍，就拿沙县和包子来说，明明还是一样的味道，但是却让你感觉自己吃的不是沙县和包子，","98","1000012"
"柬埔寨西哈努克港小吃","而是金子和银子。这么说可能会有些夸张，但是，这里的餐饮和住宿确实不如国内来的实惠。很多人去过一次之后就告诉自己身边的朋友的旅游自己感受，并且在接下来的旅游计划中，","99","1000012"
"柬埔寨西哈努克港","将柬埔寨列为了黑名单。","100","1000012"
"中国景区航拍","上幼儿园的时候，老师会教我们怎么防止自己被坏人骗走。上中学的时候，老师会教我们怎么防止被骗钱。现在，小编要给大家分享一下怎么防止去景区的时候被骗。","101","1000013"
"中国景区航拍","毕竟，现在可不止热门景点，其实大部分景区都有很多坑人的套路，让你一不小心就上当受骗。所以，就来总结一下常见的景区套路吧！首先，我们来说说第一个，用假景点来忽悠你。","102","1000013"
"中国丽江航拍","大家不要以为我国那些热门、著名的旅游景点真的独一无二。我只能告诉你，NO！不管是丽江里面的某些景点，还是西安的兵马俑，等到都有山寨版的！你要注意的是，","103","1000013"
"兵马俑","当你在车站或者机场有司机问你去不去某某景点的时候，你就要开始格外小心了。司机就极有可能载你去山寨的景点，所以，大家去旅游之前要提前熟悉景区的路线。第二个，拍照。不管是去旅游也好，还是生活中也罢，","104","1000013"
"景区扮演孙悟空","总是会经常看到一些扮演孙悟空、猪八戒等师徒四人的人。若是这个时候你因为好奇心跟他们合影的话，在照完相之后，他们就会让你交钱！所以，当你看到新鲜事物的时候，一定要按捺住好奇心。","105","1000013"
"景区购物景点","第三个，旅游购物区里面的导购连哄带吓唬带骗。当你旅游经过一些购物区的时候，总是会有一些导购在推销东西。比如收买被套的人，会先告诉你，你家里的被套有很多弊端，很不卫生之类的。","106","1000013"
"景区购物景点","然后再告诉你，他们的被套是国外进口的。什么原价几万，现在促销只需要几千块。最后你会发现不管你如何跟她讨价还价，买到手的价格还是属于高价。应对此类事情，你只需要知道，","107","1000013"
"景区购物景点","不要贪小便宜。难道真正的商人会让自己亏本吗？对于景区的这些常见的坑人套路，你知道几个？被“骗”了几次了？","108","1000013"
"东京航拍","不管怎么排名，像东京、上海、北京、香港、首尔等大城市肯定会跻身于亚洲八大城市之中。亚洲经济主要分布在东亚国家，因此大城市也是集中在东亚地区的，","109","1000014"
"东京航拍","亚洲8大城市排名，谁才是亚洲第一城，听小编娓娓道来。东京，正式名称东京都，总面积2155平方公里。气候主要是晴天和雨天交错为主，到了冬天会下雪。","110","1000014"
"东京航拍","东京有一些好看的地方比如日比谷公园东京塔等。东京人口约为1350万，东京GDP几乎是上海的两倍，其经济总量不仅成为亚洲城市之首。首尔，全称首尔特别市，总面积605.77平方公里。","111","1000014"
"首尔","气候虽然四季分明，但是由于雨水少，气候会比较干燥。首尔是韩国首都也有很多名胜古迹比如景福宫和昌德宫等。首尔居住了1050万人，分布比较集中。首尔的GDP是韩国之首。","112","1000014"
"中国上海","由于中国的GDP是日本GDP的三倍。上海被专家猜测将成为取代东京的亚洲第一城。上海土地面积为6340.5平方千米。气候四季分明，日照充分，雨水也比较充沛。","113","1000014"
"上海街头","总体是湿润的感觉。上海非常热闹，留下来的名迹也非常多，比如百乐门和孙中山故居。上海人口约为2000多万人，上海GDP高达几万亿元，是全国之首。对于现在东京居于榜首是无可厚非的事实，","114","1000014"
"中国上海","但是经过时间的推移，一直处于奔跑状态的我国沿海城市上海，必将夺得第一的位置，名垂青史。","115","1000014"
"活章鱼","世界之大，无奇不有，下面我们就来盘点一下，世界食物中的七宗“最”，最辣，最贵，最危险的食物都在这里，我们一起来看看吧。第一，最危险的食物，活章鱼。","116","1000015"
"活章鱼料理","可能有很多人没吃过，但是大家一定听说过，章鱼腿上有很多吸盘，就算是死了没多久的章鱼腿吸盘吸力也很大，何况还是活的呢，吸在食道里那可就难受了。第二，最辣的食物，卡罗莱纳死神椒。","117","1000015"
"卡罗莱纳死神椒","也不知是哪个闲得慌，要去发明这种辣椒。据说辣度在1569383-2200000度。第三，最丑的食物，挪威羊头。简直不忍直视，本来动物头这种食物本身就很丑陋了，","118","1000015"
"河豚刺身食物","结果挪威羊头还这么不会修饰，怎一个丑字了得。第四，最毒的食物，河豚刺身。大家都知道河豚是有毒的，没有点技术的人很难清除掉其体内的毒素，如果进食太多毒素，可是会威胁到生命的。","119","1000015"
"非洲竹芋","第五，最甜的食物，非洲竹芋。生长在热带雨林里的植物，外形有点像话梅糖，据说甜度是蔗糖的3000倍，要是吃一个这个，估计这辈子都不想吃糖了。第六，最有争议性的食物，榴莲。","120","1000015"
"松露","榴莲所具有的争议性就不用我在此多做介绍了吧，爱的人爱到骨子里，恨得人也恨到骨子里。第七，最贵的食物，松露。松露这个东西的价格也要分品质来说话，但是就算是品质差的，价格也不是谁都能吃得起的。","121","1000015"
"松露","曾经有一颗松露被拍卖到三十三万美元的价格，堪称天价食物。","122","1000015"
"鬣狗","今天小编盘点一下陆地十大危险动物，第一个是大部分动物的克星，最后一个还跟人打过架？第一个鬣狗，专属技能“千年杀”，主要攻击猎物的屁股，而且总是成群结队出现，","123","1000018"
"狼群","并且由于杂食性，是大部分动物的克星。第二个狼，看过《狼图腾》这部电影的人都知道狼也是集群出现，而且智商极高，野性难训。第三个美洲豹，天下武功，无坚不破，唯快不破。美洲豹的“","124","1000018"
"美洲豹","武功”正是如此，对于美洲豹的爆发力，在动物中是数一数二的，配合着迷彩的毛皮，简直可怕。第四个非洲象，在非洲很少有动物敢主动挑衅一只成年非洲象，因为那是自寻死路，体格高达4米左右，","125","1000018"
"非洲象","体重4到5吨的非洲象是陆地上的坦克。第五个老虎，一山不能容二虎，老虎头顶的“王”字可不是吹出来的，就算遇到其他的食肉的猫科动物，不大战三百回合是不会罢休的。第六个河马，“","126","1000018"
"河马","鳄鱼小老弟你挡着我了”，这是河马对鳄鱼经常“嘲讽”的话，别看河马的大牙只有那么两颗，但是河马的咬合力是非常恐怖的，面对2268公斤咬合力，鳄鱼也只能言听计从。第七个狮子，","127","1000018"
"狮群","最可怕的还是狮群，成群结队的狮群，王的象征的鬃毛，谁与争锋？第八个斗牛，每年斗牛都会几个角斗士受重伤，牛角锋利到可以轻易破开任何生物的身体。第九个是棕熊，","128","1000018"
"盗猎者","杂食性的棕熊能被上天赋予了强力的四肢，致使它能像个人一样站起来搏斗，据说武术的最高境界就是打败棕熊。第十个就是盗猎者了，什么动物都逃不过他们的手心，就算碰到同行的人类，也会大打出手！因为他们有枪，","129","1000018"
"捕猎","所以是最危险的。","130","1000018"
"北方冬季","转眼之家冬至已过，证明真正的冬天也就来临了。每到这时候南北方的网友们也就能贡献出许多描述各自的冷的经典名句。要是在南北不同的地方都待过的朋友们应该是知道，","131","1000017"
"羽绒服","这南北两方的冷是不一样的冷。都说北方的冬天靠的是暖气，而南方的冬天虽然温度没有北方低，但是冷起来也只能里三层的外三层的穿厚实之后在家地抖了。所以，","132","1000017"
"供暖管道","当北方人在暖气的庇护下吃着雪糕的时候就会问了，南方只有依靠“一身正气”抗寒，那为何不装暖气呢？归根结底原因再简单不过了。首先，国家对于供暖也是有严格规定的。","133","1000017"
"资源浪费","要是你所在的地区没有至少90天的温度是小于或等于5摄氏度的话，供暖什么的也就和你扯不上关系了。显然南方不符合规定，虽然有人会说规矩是死的，人是活的，但始终有一个现实的问题摆在面前，那就是会造成资源限制而浪费。","134","1000017"
"供暖管道","所以，南方不适合供暖。第二个原因，是因为南方的各种建筑都没有考虑到供暖的问题。供暖首先得建设地底下的供暖管道，而南方的建筑要是要安装这些，动工面积实在是太大了。","135","1000017"
"供暖管道","而且大部分建筑都不具备可以安装供暖管道的条件，所以不能盲目的提供供暖。第三个原因还是在建筑上；去过北方的朋友们应该都知道北方的建筑墙体基本都是以三层砖为基准，","136","1000017"
"暖气设备","反观南方就只是二层砖。简单来说就是墙体太薄，即使前面两个条件都满足了，南方也有了供暖条件，但是效率不高。完全起不到北方的哪哪儿都暖和，也会造成浪费。","137","1000017"
"非洲人","在很多人的印象中，非洲生活着很多穷苦的人，环境条件不仅很差，而且很多人的温饱都不能得到很好的解决。虽然非洲靠海，拥有丰富的海鲜，","138","1000016"
"海鲜","不过非洲人基本上不会吃海鲜。有些疑惑了，海鲜的营养价值比较高，为何非洲人宁愿饿肚子，也不愿意吃海鲜呢？网友：做成这样，谁想吃。非洲人不喜欢吃海鲜可能是因为这几点。第一烹饪方法的有限。","139","1000016"
"非洲人吃海鲜","非洲拥有众多的海鲜，有些非洲人会把不同种类的海鲜丢在锅里，直接煮。这种烹饪方式由于过于简单，因此味道自然好不到哪儿去，海鲜味道口感十分杂乱，吃起来难以下咽。","140","1000016"
"海螺","面对这样的食物又怎么会经常吃呢？另外非洲除了这种烹饪方式之外，还有更“黑暗”的。在非洲，海螺是一种最常见的海鲜，吃起来也比较容易。非洲人会把海螺大概的清洗一下，还是直接放在水中煮。","141","1000016"
"烹饪海鲜","之后他们会把海螺肉以及壳全部碾碎做成糊状。难怪非洲人很多不吃海鲜，很可能就是因为自己做的太难吃了。不少网友表示：如果非洲人尝过中国厨师做的海鲜后，可能才知道他们自己做的海鲜有多“","142","1000016"
"白水煮海鲜","黑暗”。除此之外，可能还有这个原因，因为非洲人一般烹饪海鲜的方式是直接放到水里面煮，基本上不会另外加入油。海鲜在没有油的情况下，如果吃的太多，可能会消耗人体大油脂。","143","1000016"
"非洲人吃饭","对于非洲人来说，本来很多人连吃饭都成问题，如果吃了大量的海鲜，可能会饿的更快，自然非洲人很少会吃这种食物。","144","1000016"
"军队头盔","军人所佩戴的头盔就是为了要保护他们不受子弹的伤害，可以不被击中头部，起到一种保护的作用。在军旅片中，基本全部的军人在上战场的时候都是需要佩戴头盔的。","145","1000154"
